id,name,url,datetime,price,where,lat,long
7253222080,Fully furnished room available in a shared basement for Jan 15,https://vancouver.craigslist.org/van/roo/d/vancouver-fully-furnished-room/7253222080.html,2021-01-09 16:20,$700,Vancouver,49.2156,-123.0979
7255642766,"Marine Dr. Near Superstore, Furnished, Utilities Included",https://vancouver.craigslist.org/van/roo/d/vancouver-marine-dr-near-superstore/7255642766.html,2021-01-09 16:07,$640,South Vancouver,49.211836,-123.094597
7254287696,Furnished room available Jan 15th or Feb 1st,https://vancouver.craigslist.org/van/roo/d/chilliwack-furnished-room-available-jan/7254287696.html,2021-01-09 16:06,$835,False Creek,49.264318,-123.121934
7259653709,room for rent,https://vancouver.craigslist.org/van/roo/d/vancouver-room-for-rent/7259653709.html,2021-01-09 16:02,$530,knight st (at 43),49.245411,-123.07627
7259652386,Bedroom for rent,https://vancouver.craigslist.org/van/roo/d/vancouver-bedroom-for-rent/7259652386.html,2021-01-09 15:59,$550,Vancouver,49.2175,-123.038
7259647111,New luxury condo room for rent,https://vancouver.craigslist.org/van/roo/d/vancouver-new-luxury-condo-room-for-rent/7259647111.html,2021-01-09 15:54,$900,Vancouver,49.243184,-123.060982
7259646140,New house furnished rooms for rent,https://vancouver.craigslist.org/van/roo/d/vancouver-new-house-furnished-rooms-for/7259646140.html,2021-01-09 15:44,$800,E 55 ave,49.222,-123.0683
7250718075,Room for rent,https://vancouver.craigslist.org/van/roo/d/room-for-rent/7250718075.html,2021-01-09 15:42,$600,est Vacouver,49.23301,-123.025898
7258183487,Seeking roommate for a sweet 2 bedroom on Commercial Dr!,https://vancouver.craigslist.org/van/roo/d/vancouver-seeking-roommate-for-sweet/7258183487.html,2021-01-09 15:38,$900,East Van,49.2795,-123.0667
7258198324,Room for rent in 2-bedroom apartment,https://vancouver.craigslist.org/van/roo/d/vancouver-room-for-rent-in-bedroom/7258198324.html,2021-01-09 15:35,$797,East Van,49.262,-123.0923
7259639282,Looking for a LGBTQ+ (or ally) roommate in Strathcona,https://vancouver.craigslist.org/van/roo/d/vancouver-looking-for-lgbtq-or-ally/7259639282.html,2021-01-09 15:28,$850,Vancouver,49.2779,-123.0908
7258165322,Large Private Furnish Room 4 min. to Langara Skytrain in 3br Suite,https://vancouver.craigslist.org/van/roo/d/vancouver-large-private-furnish-room/7258165322.html,2021-01-09 15:27,$695,Langara/49th Skytrain/Vancouver,49.227295,-123.11554
7257538921,⚠️ Private Room in Newer East Van 2 Bdrm Suite ⚠️,https://vancouver.craigslist.org/van/roo/d/vancouver-private-room-in-newer-east/7257538921.html,2021-01-09 15:24,$800,East Vancouver,49.269605,-123.044643
7259634595,Private room in a nice spacious condo in downtown!,https://vancouver.craigslist.org/van/roo/d/private-room-in-nice-spacious-condo-in/7259634595.html,2021-01-09 15:18,$750,63 Keefer Pl,49.279457,-123.106113
7258568478,Master Furnish Room by Langara Skytrain. Private Bathroom,https://vancouver.craigslist.org/van/roo/d/vancouver-master-furnish-room-by/7258568478.html,2021-01-09 15:07,$895,Langara/49th Skytrain/Vancouver,49.227267,-123.11554
7259625392,TRAVELLING COUPLE or 2 FRIENDS,https://vancouver.craigslist.org/van/roo/d/vancouver-travelling-couple-or-friends/7259625392.html,2021-01-09 15:07,$680,Joyce Skytrain Station,49.237873,-123.038485
7259622830,SOLO TRAVELLER,https://vancouver.craigslist.org/van/roo/d/vancouver-solo-traveller/7259622830.html,2021-01-09 15:04,$380,Renfrew Skytrain Station,49.257454,-123.046811
7259618133,Room available for $1075 including utilities,https://vancouver.craigslist.org/van/roo/d/vancouver-room-available-for-1075/7259618133.html,2021-01-09 14:44,"$1,075",Downtown Vancouver,49.2833,-123.1298
7259615707,Beautiful Penthouse Suite with 4-Piece Bathroom/Amazing PanoramicViews,https://vancouver.craigslist.org/van/roo/d/vancouver-beautiful-penthouse-suite/7259615707.html,2021-01-09 14:38,$895,VANCOUVER,49.236298,-123.043227
7259609271,"Furnished Room, All inclusive with Private bathroom & Balcony",https://vancouver.craigslist.org/van/roo/d/vancouver-furnished-room-all-inclusive/7259609271.html,2021-01-09 14:26,"$1,200","UBC , Point Grey, Vancouver",49.258252,-123.19415
7254056036,★★★Furnished private room for rent include Utilities (Available from f,https://vancouver.craigslist.org/van/roo/d/vancouver-furnished-private-room-for/7254056036.html,2021-01-09 14:24,$650,Nanaimo street/Graveley street,49.2795,-123.0667
7259605843,"Furnished Room, All Inclusive, in 3Bedroom Laneway house",https://vancouver.craigslist.org/van/roo/d/vancouver-furnished-room-all-inclusive/7259605843.html,2021-01-09 14:19,$800,"UBC , Point Grey, Vancouver",49.258266,-123.194171
7256041579,Sweet house with awesome people in Kerrisdale available now.,https://vancouver.craigslist.org/van/roo/d/vancouver-sweet-house-with-awesome/7256041579.html,2021-01-09 14:12,$680,"Vancouver, UBC, Kerrisdale",49.232648,-123.1703
7259597711,NEAR NANAIMO/29th AVE SKYTRAIN FURNISHED ROOM FOR STUDENT/WORKING,https://vancouver.craigslist.org/van/roo/d/vancouver-near-nanaimo-29th-ave/7259597711.html,2021-01-09 14:11,$620,Nanaimo/29th Ave Skytrain Station,49.247621,-123.049819
7259596213,Large Private Furnish Room by Langara Skytrain. Utilities Included,https://vancouver.craigslist.org/van/roo/d/vancouver-large-private-furnish-room-by/7259596213.html,2021-01-09 14:01,$695,Langara/49th Skytrain/Langara College,49.230201,-123.114803
7259584449,great room in shared house for Feb 1st 2021,https://vancouver.craigslist.org/van/roo/d/vancouver-great-room-in-shared-house/7259584449.html,2021-01-09 13:57,$800,Hastings-Sunrise,49.283888,-123.049539
7251272698,Room available in Renfrew-Collingwood,https://vancouver.craigslist.org/van/roo/d/vancouver-room-available-in-renfrew/7251272698.html,2021-01-09 13:55,$650,Vancouver,49.2397,-123.0407
7255820238,Big Cozy Room,https://vancouver.craigslist.org/van/roo/d/vancouver-big-cozy-room/7255820238.html,2021-01-09 13:52,$800,Vancouver,49.223629,-123.086529
7259591346,Homestay for Females only,https://vancouver.craigslist.org/van/roo/d/vancouver-homestay-for-females-only/7259591346.html,2021-01-09 13:52,$750,VANCOUVER,49.2397,-123.0407
7256142408,"1 bedroom FURNISHED SUITE FOR RENT, BEST FOR 2 PEOPLE, FROM 1st March",https://vancouver.craigslist.org/van/roo/d/vancouver-bedroom-furnished-suite-for/7256142408.html,2021-01-09 13:47,$880,VANCOUVER,49.279054,-123.038529
7258537953,Room available in shared house near King Edward Canadaline,https://vancouver.craigslist.org/van/roo/d/vancouver-room-available-in-shared/7258537953.html,2021-01-09 13:41,$700,Vancouver,49.249856,-123.113308
7259582926,Big bright furnished room with a view for rent,https://vancouver.craigslist.org/van/roo/d/vancouver-big-bright-furnished-room/7259582926.html,2021-01-09 13:37,$800,near PNE,49.285276,-123.061166
7256479361,bright furnished private room,https://vancouver.craigslist.org/van/roo/d/vancouver-bright-furnished-private-room/7256479361.html,2021-01-09 13:29,$650,south vancouver,49.211143,-123.102221
7255168091,Large bedroom in a great shared house - Available Feb 1st,https://vancouver.craigslist.org/van/roo/d/vancouver-large-bedroom-in-great-shared/7255168091.html,2021-01-09 13:21,$850,Mount Pleasant,49.25049,-123.099661
7259567253,new room rent vancouver (5min from metrotown mall),https://vancouver.craigslist.org/van/roo/d/vancouver-new-room-rent-vancouver-5min/7259567253.html,2021-01-09 13:09,$650,,49.225469,-123.040934
7257844844,"Minutes to Ubc campus, Nice quiet Location!",https://vancouver.craigslist.org/van/roo/d/vancouver-minutes-to-ubc-campus-nice/7257844844.html,2021-01-09 13:08,$800,"Kits, Dunbar, Southlands, Point Grey, Ubc",49.2302,-123.189
7259563209,NEAR NANAIMO/29th AVE SKYTRAIN FURNISHED ROOM FOR STUDENT/WORKING,https://vancouver.craigslist.org/van/roo/d/vancouver-near-nanaimo-29th-ave/7259563209.html,2021-01-09 13:07,$620,Nanaimo/29th Ave Skytrain Station,49.247621,-123.049819
7257680907,MAR 1 or FEB 1 - 2 LARGE Furnished rooms in 3 bdrm Heritage Building,https://vancouver.craigslist.org/van/roo/d/vancouver-mar-or-feb-large-furnished/7257680907.html,2021-01-09 12:55,$875,Coal Harbour,49.287375,-123.124938
7259559099,$650clean 1 room 1 minuet walk distance to the joyce skytrain station.,https://vancouver.craigslist.org/van/roo/d/vancouver-650clean-room-minuet-walk/7259559099.html,2021-01-09 12:55,$650,VANCOUVER,49.2397,-123.0407
7259533844,Private Furnished Rm w/ Utilities! Near Downtown+UBC Express Bus,https://vancouver.craigslist.org/van/roo/d/vancouver-private-furnished-rm/7259533844.html,2021-01-09 12:52,$690,,49.236705,-123.150408
7259554126,$675 / furnished bedroom private washroom Female,https://vancouver.craigslist.org/van/roo/d/vancouver-675-furnished-bedroom-private/7259554126.html,2021-01-09 12:46,$675,Fraser & 52nd,49.2156,-123.0979
7259542949,Spacious Bedroom with amazing location,https://vancouver.craigslist.org/van/roo/d/vancouver-spacious-bedroom-with-amazing/7259542949.html,2021-01-09 12:42,$900,Kitsilano,49.267599,-123.175801
7257706485,Room for Rent in Large 3BR Condon,https://vancouver.craigslist.org/van/roo/d/vancouver-room-for-rent-in-large-3br/7257706485.html,2021-01-09 12:42,$718,VANCOUVER,49.256914,-123.115148
7255867198,Looking for pet friendly room rental,https://vancouver.craigslist.org/van/roo/d/vancouver-looking-for-pet-friendly-room/7255867198.html,2021-01-09 12:41,$800,Vancouver and  area,49.2397,-123.0407
7259535129,Furnished Private Rm on 1st Floor @Kits w/ Utilities! Near Express Bus,https://vancouver.craigslist.org/van/roo/d/vancouver-furnished-private-rm-on-1st/7259535129.html,2021-01-09 12:30,$695,,49.263265,-123.182668
7259540099,Room Share available King Edward & Oak,https://vancouver.craigslist.org/van/roo/d/vancouver-room-share-available-king/7259540099.html,2021-01-09 12:23,$725,,49.299,-123.1408
7252357543,Private room for rent,https://vancouver.craigslist.org/van/roo/d/vancouver-private-room-for-rent/7252357543.html,2021-01-09 12:20,$800,Vancouver,49.231902,-123.060372
7259532677,Private room available for couple/ Free Wifi/ No damage deposit,https://vancouver.craigslist.org/van/roo/d/vancouver-private-room-available-for/7259532677.html,2021-01-09 12:12,"$1,000",Robson street Downtown,49.290426,-123.133049
7258335466,💜AVAIL FEB 1ST: FURNISHED ROOM in SAFE FRIENDLY HOUSE BY CAP U/DEEP COVE💜,https://vancouver.craigslist.org/van/roo/d/north-vancouver-avail-feb-1st-furnished/7258335466.html,2021-01-09 12:11,$800,North Vancouver (By Capilano University),49.31483,-123.011399
7259531881,Fully furnished 1 bedroom,https://vancouver.craigslist.org/van/roo/d/vancouver-fully-furnished-bedroom/7259531881.html,2021-01-09 12:10,$800,East Vancouver,49.2327,-123.0917
